First,First_Type_1,First_Type_2,First_HP,First_Attack,First_Defense,First_Sp_Atk,First_Sp_Def,First_Speed,First_Legendary,Second,Second_Type_1,Second_Type_2,Second_HP,Second_Attack,Second_Defense,Second_Sp_Atk,Second_Sp_Def,Second_Speed,Second_Legendary
679,0.0,17.0,80,70,40,100,60,145,0.0,325,5.0,15.0,50,45,45,35,35,50,0.0
113,13.0,12.0,50,50,95,40,50,35,0.0,237,16.0,7.0,40,40,40,70,40,20,0.0
125,17.0,15.0,105,125,100,60,100,100,0.0,388,11.0,12.0,64,165,75,93,83,75,0.0
279,12.0,12.0,80,120,70,110,70,80,0.0,112,13.0,12.0,95,95,85,125,65,55,0.0
740,4.0,12.0,78,65,68,112,154,75,0.0,212,0.0,12.0,65,65,60,130,95,110,0.0
784,6.0,18.0,59,66,70,44,55,41,1.0,537,17.0,12.0,50,65,107,105,107,86,0.0
475,15.0,12.0,55,66,44,44,56,85,0.0,768,8.0,9.0,82,121,119,69,59,71,0.0
388,11.0,12.0,64,165,75,93,83,75,0.0,19,0.0,14.0,65,90,40,45,80,75,0.0
178,17.0,3.0,60,30,30,36,56,50,0.0,327,5.0,15.0,50,75,75,65,65,50,0.0
254,3.0,12.0,73,95,62,85,65,85,1.0,100,14.0,12.0,30,35,30,100,35,80,0.0
198,12.0,12.0,75,80,95,90,100,50,0.0,135,17.0,7.0,65,83,57,95,85,105,0.0
92,17.0,12.0,35,85,45,35,35,75,0.0,57,17.0,12.0,35,80,50,50,70,120,0.0
19,0.0,14.0,65,90,40,45,80,75,0.0,357,2.0,4.0,60,25,35,70,80,60,0.0
466,12.0,5.0,55,65,35,60,30,85,0.0,663,0.0,12.0,60,100,115,70,85,90,0.0
294,17.0,7.0,40,30,30,40,50,30,0.0,716,6.0,7.0,100,77,77,128,128,90,0.0
620,12.0,12.0,70,95,125,65,75,45,0.0,146,15.0,18.0,130,65,60,110,95,65,0.0
470,14.0,12.0,76,48,48,57,62,34,0.0,372,17.0,12.0,50,48,43,46,41,60,0.0
581,5.0,12.0,80,115,80,65,55,93,0.0,704,9.0,12.0,79,100,80,110,90,121,0.0
557,1.0,12.0,75,75,95,75,95,113,0.0,550,17.0,12.0,70,90,90,135,90,125,0.0
687,9.0,5.0,65,125,100,60,70,70,1.0,302,9.0,5.0,40,30,30,55,30,85,0.0
622,14.0,12.0,65,90,115,45,115,58,0.0,722,6.0,13.0,40,45,40,62,60,60,0.0
379,8.0,12.0,86,81,97,81,107,43,0.0,398,2.0,12.0,80,120,80,120,80,100,0.0
593,0.0,14.0,75,80,55,25,35,35,0.0,571,15.0,12.0,50,53,48,53,48,64,0.0
623,14.0,12.0,72,58,80,103,80,97,0.0,731,14.0,12.0,62,73,55,56,52,84,0.0
428,17.0,12.0,100,100,100,100,100,100,0.0,695,10.0,7.0,52,65,50,45,50,38,1.0
326,5.0,15.0,70,65,65,55,55,70,0.0,468,12.0,12.0,45,35,45,62,53,35,0.0
189,3.0,2.0,90,30,15,40,20,15,0.0,336,13.0,12.0,60,60,75,60,75,80,0.0
584,17.0,10.0,55,75,85,25,25,15,0.0,466,12.0,5.0,55,65,35,60,30,85,0.0
160,9.0,12.0,41,64,45,50,50,50,0.0,224,0.0,5.0,75,85,200,55,65,30,0.0
518,8.0,12.0,75,123,67,95,85,95,0.0,268,6.0,12.0,100,134,110,95,100,61,0.0
367,10.0,15.0,75,110,110,110,105,80,0.0,173,0.0,7.0,50,65,64,44,48,43,0.0
777,4.0,12.0,90,100,70,110,150,80,1.0,357,2.0,4.0,60,25,35,70,80,60,0.0
673,12.0,12.0,66,117,70,40,50,67,0.0,31,3.0,12.0,35,55,40,50,50,90,0.0
676,1.0,7.0,95,110,80,70,80,50,0.0,650,3.0,12.0,50,75,45,40,45,60,0.0
81,17.0,15.0,40,80,100,30,30,20,0.0,418,14.0,12.0,80,80,90,110,130,110,1.0
277,1.0,12.0,45,60,40,70,50,45,0.0,235,11.0,7.0,60,80,50,50,50,40,0.0
152,6.0,7.0,30,80,90,55,45,55,1.0,293,17.0,7.0,60,50,70,50,90,65,0.0
459,17.0,12.0,60,59,85,79,105,36,0.0,361,15.0,15.0,50,70,50,50,50,70,0.0
8,6.0,2.0,78,130,111,130,85,100,0.0,412,17.0,12.0,60,75,100,55,80,50,1.0
785,,,65,90,122,58,75,84,,220,17.0,14.0,50,65,90,35,35,15,0.0
681,1.0,2.0,45,85,50,55,50,65,0.0,80,6.0,12.0,80,70,65,80,120,100,0.0
165,6.0,12.0,106,150,70,194,120,140,0.0,759,15.0,4.0,42,52,67,39,56,50,0.0
341,17.0,12.0,60,50,40,85,75,95,0.0,564,14.0,12.0,45,55,39,35,39,42,0.0
730,12.0,12.0,45,50,43,40,38,62,0.0,672,1.0,17.0,46,87,60,30,40,57,0.0
575,14.0,7.0,50,53,48,53,48,64,0.0,658,2.0,12.0,70,77,60,97,60,108,0.0
306,0.0,10.0,68,65,65,125,115,80,0.0,367,10.0,15.0,75,110,110,110,105,80,0.0
738,4.0,12.0,44,38,39,61,79,42,0.0,579,12.0,4.0,50,55,50,36,30,43,0.0
697,2.0,11.0,92,105,90,125,90,98,1.0,255,6.0,12.0,55,20,35,20,45,75,1.0
242,10.0,12.0,35,65,35,65,35,65,0.0,342,17.0,12.0,60,40,50,75,85,95,0.0
676,1.0,7.0,95,110,80,70,80,50,0.0,521,3.0,6.0,86,76,86,116,56,95,0.0
91,13.0,12.0,52,65,55,58,62,60,0.0,532,12.0,12.0,50,50,77,95,77,91,1.0
369,15.0,9.0,73,100,60,100,60,65,0.0,707,6.0,12.0,100,120,100,150,120,90,0.0
405,15.0,12.0,100,90,130,45,65,55,1.0,110,5.0,12.0,60,50,70,80,80,140,0.0
616,13.0,12.0,105,140,55,30,55,95,0.0,733,14.0,12.0,38,35,40,27,25,35,0.0
333,0.0,12.0,70,110,180,60,60,50,0.0,193,15.0,12.0,65,75,70,95,70,95,0.0
279,12.0,12.0,80,120,70,110,70,80,0.0,661,11.0,12.0,40,55,70,45,60,30,0.0
625,14.0,12.0,58,50,145,95,105,30,0.0,733,14.0,12.0,38,35,40,27,25,35,0.0
229,6.0,16.0,70,130,100,55,80,65,0.0,83,17.0,15.0,80,120,130,55,65,45,0.0
364,17.0,12.0,70,115,60,115,60,55,0.0,211,12.0,15.0,95,85,85,65,65,35,0.0
356,2.0,7.0,70,85,140,85,70,20,0.0,258,15.0,10.0,45,30,15,85,65,65,0.0
599,10.0,1.0,120,100,85,30,85,45,0.0,81,17.0,15.0,40,80,100,30,30,20,0.0
755,15.0,11.0,62,48,66,59,57,49,0.0,420,14.0,12.0,80,90,80,130,110,110,1.0
413,10.0,12.0,80,135,130,95,90,70,1.0,776,7.0,2.0,68,75,53,83,113,60,0.0
277,1.0,12.0,45,60,40,70,50,45,0.0,581,5.0,12.0,80,115,80,65,55,93,0.0
455,17.0,12.0,97,165,60,65,50,58,0.0,127,0.0,7.0,55,65,95,95,45,85,0.0
442,9.0,14.0,40,55,30,30,30,60,0.0,162,9.0,12.0,91,134,95,100,100,80,0.0
423,9.0,12.0,100,150,90,180,160,90,0.0,326,5.0,15.0,70,65,65,55,55,70,0.0
125,17.0,15.0,105,125,100,60,100,100,0.0,24,12.0,12.0,83,80,80,135,80,121,0.0
232,17.0,16.0,80,125,75,40,95,85,0.0,634,12.0,9.0,55,50,40,40,40,75,0.0
315,12.0,12.0,31,45,90,30,30,40,0.0,401,16.0,15.0,110,80,90,95,90,65,0.0
634,12.0,9.0,55,50,40,40,40,75,0.0,683,0.0,6.0,77,120,90,60,90,48,0.0
130,6.0,12.0,30,45,55,70,55,85,0.0,245,12.0,12.0,65,40,70,80,140,70,0.0
754,15.0,11.0,101,72,72,99,89,29,0.0,200,9.0,12.0,100,50,80,60,80,50,0.0
1,9.0,14.0,45,49,49,65,65,45,0.0,364,17.0,12.0,70,115,60,115,60,55,0.0
184,14.0,7.0,85,90,80,70,80,130,0.0,390,11.0,18.0,40,70,130,60,130,25,0.0
92,17.0,12.0,35,85,45,35,35,75,0.0,311,12.0,12.0,60,130,80,60,60,70,0.0
519,11.0,8.0,75,95,67,125,95,83,0.0,465,12.0,12.0,60,45,70,45,90,95,0.0
111,12.0,12.0,60,40,80,60,45,40,0.0,753,15.0,2.0,78,52,60,63,65,23,0.0
735,16.0,8.0,80,52,50,90,50,89,0.0,139,17.0,12.0,75,100,95,40,70,110,0.0
270,6.0,5.0,106,90,130,90,154,110,0.0,29,13.0,12.0,35,60,44,40,54,55,0.0
405,15.0,12.0,100,90,130,45,65,55,1.0,636,0.0,12.0,45,30,50,55,65,45,0.0
418,14.0,12.0,80,80,90,110,130,110,1.0,579,12.0,4.0,50,55,50,36,30,43,0.0
457,9.0,12.0,60,52,168,47,138,30,0.0,315,12.0,12.0,31,45,90,30,30,40,0.0
137,17.0,11.0,65,125,100,55,70,85,0.0,264,9.0,12.0,115,115,85,90,75,100,0.0
587,5.0,12.0,55,45,43,55,43,72,0.0,25,12.0,12.0,30,56,35,25,35,72,0.0
628,17.0,7.0,55,112,45,74,45,70,0.0,737,16.0,8.0,86,68,72,109,66,106,0.0
439,3.0,12.0,53,51,53,61,56,40,0.0,179,3.0,12.0,100,50,50,76,96,70,0.0
654,8.0,6.0,55,40,50,65,85,40,0.0,401,16.0,15.0,110,80,90,95,90,65,0.0
29,13.0,12.0,35,60,44,40,54,55,0.0,241,17.0,2.0,55,55,85,65,85,35,0.0
521,3.0,6.0,86,76,86,116,56,95,0.0,630,11.0,12.0,50,50,62,40,62,65,0.0
147,15.0,7.0,65,65,60,110,95,130,0.0,97,8.0,14.0,105,105,75,65,100,50,0.0
178,17.0,3.0,60,30,30,36,56,50,0.0,225,0.0,5.0,75,125,230,55,95,30,0.0
447,0.0,12.0,37,25,41,25,41,25,0.0,38,13.0,10.0,46,57,40,40,40,50,0.0
624,14.0,12.0,38,30,85,55,65,30,0.0,227,12.0,12.0,90,120,75,60,60,45,0.0
515,14.0,5.0,110,85,95,80,95,50,0.0,351,10.0,2.0,130,70,35,70,35,60,0.0
473,16.0,15.0,90,50,34,60,44,70,0.0,252,12.0,12.0,90,120,120,60,60,50,0.0
161,9.0,12.0,61,84,65,70,70,70,0.0,442,9.0,14.0,40,55,30,30,30,60,0.0
174,0.0,7.0,65,80,80,59,63,58,0.0,8,6.0,2.0,78,130,111,130,85,100,0.0
309,12.0,12.0,70,60,62,80,82,60,0.0,197,9.0,7.0,90,95,105,165,110,45,0.0
686,15.0,5.0,45,85,70,40,40,60,1.0,575,14.0,7.0,50,53,48,53,48,64,0.0
630,11.0,12.0,50,50,62,40,62,65,0.0,693,2.0,3.0,85,97,66,105,66,65,1.0
345,6.0,10.0,50,60,45,100,80,65,0.0,336,13.0,12.0,60,60,75,60,75,80,0.0
706,9.0,5.0,79,105,70,145,80,101,0.0,369,15.0,9.0,73,100,60,100,60,65,0.0
166,17.0,12.0,100,100,100,100,100,100,0.0,94,8.0,14.0,65,45,55,45,70,45,0.0
256,17.0,12.0,35,35,35,35,35,35,1.0,459,17.0,12.0,60,59,85,79,105,36,0.0
194,17.0,12.0,55,40,40,65,45,35,0.0,707,6.0,12.0,100,120,100,150,120,90,0.0
332,3.0,12.0,60,90,140,50,50,40,0.0,244,12.0,12.0,45,55,45,65,45,75,0.0
557,1.0,12.0,75,75,95,75,95,113,0.0,483,2.0,10.0,63,63,47,41,41,74,0.0
123,17.0,12.0,65,55,115,100,40,60,0.0,26,12.0,7.0,55,81,60,50,70,97,0.0
100,14.0,12.0,30,35,30,100,35,80,0.0,445,15.0,17.0,59,45,40,35,40,31,0.0
516,14.0,5.0,115,140,130,55,55,40,0.0,551,12.0,12.0,100,100,100,100,100,100,0.0
224,0.0,5.0,75,85,200,55,65,30,0.0,141,6.0,12.0,95,125,79,60,100,81,0.0
300,0.0,7.0,40,55,30,30,30,85,0.0,98,15.0,10.0,30,65,100,45,25,40,0.0
468,12.0,12.0,45,35,45,62,53,35,0.0,190,9.0,12.0,35,20,65,40,65,20,0.0
579,12.0,4.0,50,55,50,36,30,43,0.0,248,5.0,12.0,75,90,50,110,80,95,0.0
537,17.0,12.0,50,65,107,105,107,86,0.0,743,1.0,15.0,67,82,62,46,48,43,0.0
632,11.0,12.0,40,65,40,80,40,65,0.0,103,3.0,12.0,60,65,80,170,95,130,0.0
791,,,40,30,35,45,40,55,,662,11.0,12.0,60,80,95,70,85,50,0.0
8,6.0,2.0,78,130,111,130,85,100,0.0,249,11.0,15.0,75,90,90,140,90,115,0.0
338,17.0,1.0,40,45,40,65,40,65,0.0,255,6.0,12.0,55,20,35,20,45,75,1.0
304,12.0,12.0,28,25,25,45,35,40,0.0,795,,,108,100,121,81,95,95,
572,15.0,12.0,75,98,63,98,63,101,0.0,262,6.0,7.0,255,10,10,75,135,55,1.0
278,12.0,12.0,60,85,60,85,60,55,0.0,585,17.0,10.0,70,105,105,50,40,20,0.0
757,5.0,7.0,53,54,53,37,46,45,0.0,376,8.0,12.0,40,40,55,40,70,55,0.0
139,17.0,12.0,75,100,95,40,70,110,0.0,566,12.0,7.0,45,60,45,25,45,55,0.0
725,4.0,12.0,41,56,40,62,44,71,0.0,124,17.0,12.0,105,95,80,40,80,90,0.0
591,0.0,14.0,103,60,86,60,86,50,0.0,313,12.0,4.0,80,80,80,55,55,90,0.0
370,15.0,0.0,70,55,65,95,85,70,0.0,330,3.0,12.0,50,105,125,55,95,50,0.0
71,5.0,12.0,55,50,45,135,95,120,0.0,635,3.0,7.0,75,95,60,65,60,115,0.0
469,12.0,12.0,70,60,70,87,78,85,0.0,522,3.0,18.0,65,110,130,60,65,95,0.0
187,3.0,12.0,20,40,15,35,35,60,0.0,410,2.0,15.0,95,145,130,120,90,120,1.0
683,0.0,6.0,77,120,90,60,90,48,0.0,174,0.0,7.0,65,80,80,59,63,58,0.0
269,6.0,5.0,100,164,150,95,120,71,0.0,19,0.0,14.0,65,90,40,45,80,75,0.0
512,10.0,7.0,90,132,105,132,105,30,0.0,381,9.0,7.0,75,125,100,70,80,45,0.0
723,4.0,12.0,59,59,58,90,70,73,0.0,451,0.0,7.0,80,120,79,95,79,70,0.0
311,12.0,12.0,60,130,80,60,60,70,0.0,387,11.0,12.0,64,115,65,83,63,65,0.0
211,12.0,15.0,95,85,85,65,65,35,0.0,691,3.0,7.0,70,55,75,45,65,60,1.0
372,17.0,12.0,50,48,43,46,41,60,0.0,708,6.0,12.0,100,150,120,120,100,90,0.0
141,6.0,12.0,95,125,79,60,100,81,0.0,579,12.0,4.0,50,55,50,36,30,43,0.0
394,17.0,12.0,65,150,60,115,60,115,0.0,565,14.0,12.0,60,85,69,60,69,77,0.0
501,1.0,11.0,108,112,118,68,72,47,0.0,99,14.0,12.0,50,95,180,85,45,70,0.0
241,17.0,2.0,55,55,85,65,85,35,0.0,251,6.0,12.0,90,60,60,40,40,40,0.0
768,8.0,9.0,82,121,119,69,59,71,0.0,505,9.0,12.0,83,106,65,86,65,85,0.0
7,6.0,7.0,78,84,78,109,85,100,0.0,304,12.0,12.0,28,25,25,45,35,40,0.0
131,0.0,12.0,60,75,85,100,85,115,0.0,245,12.0,12.0,65,40,70,80,140,70,0.0
489,10.0,12.0,100,5,5,15,65,30,0.0,757,5.0,7.0,53,54,53,37,46,45,0.0
229,6.0,16.0,70,130,100,55,80,65,0.0,83,17.0,15.0,80,120,130,55,65,45,0.0
199,9.0,12.0,70,20,50,20,50,40,0.0,69,5.0,12.0,25,20,15,105,55,90,0.0
84,3.0,17.0,50,85,55,65,65,90,0.0,273,17.0,10.0,40,45,35,65,55,70,0.0
471,13.0,1.0,111,83,68,92,82,39,0.0,738,4.0,12.0,44,38,39,61,79,42,0.0
235,11.0,7.0,60,80,50,50,50,40,0.0,39,4.0,12.0,61,72,57,55,55,65,0.0
240,1.0,6.0,100,100,80,60,60,50,0.0,398,2.0,12.0,80,120,80,120,80,100,0.0
670,10.0,8.0,60,40,60,95,60,55,0.0,765,8.0,9.0,44,38,33,61,43,70,0.0
71,5.0,12.0,55,50,45,135,95,120,0.0,768,8.0,9.0,82,121,119,69,59,71,0.0
34,13.0,12.0,75,100,110,45,55,65,0.0,417,16.0,15.0,80,75,150,75,150,50,1.0
49,0.0,9.0,45,50,55,75,65,30,0.0,60,5.0,12.0,50,52,48,65,50,55,0.0
133,12.0,12.0,70,110,80,55,80,105,0.0,427,6.0,5.0,105,180,100,180,100,115,0.0
454,3.0,12.0,67,125,40,30,30,58,0.0,192,17.0,4.0,40,50,45,70,45,70,0.0
148,15.0,7.0,65,130,60,95,110,65,0.0,772,8.0,9.0,78,92,75,74,63,118,0.0
585,17.0,10.0,70,105,105,50,40,20,0.0,423,9.0,12.0,100,150,90,180,160,90,0.0
729,5.0,1.0,85,56,77,50,77,78,0.0,188,3.0,12.0,50,25,28,45,55,15,0.0
269,6.0,5.0,100,164,150,95,120,71,0.0,773,11.0,12.0,67,58,57,81,67,101,0.0
719,0.0,12.0,56,61,65,48,45,38,0.0,308,0.0,8.0,40,30,32,50,52,65,0.0
509,0.0,7.0,45,20,50,60,120,50,0.0,427,6.0,5.0,105,180,100,180,100,115,0.0
612,17.0,16.0,50,72,35,35,35,65,0.0,659,2.0,12.0,44,50,91,24,86,10,0.0
678,6.0,12.0,50,40,85,40,65,25,0.0,660,11.0,12.0,74,94,131,54,116,20,0.0
499,9.0,11.0,70,145,88,140,70,112,0.0,506,3.0,12.0,74,100,72,90,72,46,0.0
727,9.0,12.0,72,95,67,103,71,122,0.0,678,6.0,12.0,50,40,85,40,65,25,0.0
4,9.0,14.0,80,100,123,122,120,80,0.0,555,12.0,12.0,45,45,55,45,55,63,0.0
304,12.0,12.0,28,25,25,45,35,40,0.0,580,5.0,12.0,62,77,62,50,42,65,0.0
562,17.0,12.0,75,75,60,83,60,60,0.0,663,0.0,12.0,60,100,115,70,85,90,0.0
331,3.0,12.0,50,70,100,40,40,30,0.0,153,2.0,12.0,60,115,105,65,70,80,0.0
118,12.0,12.0,40,65,95,60,45,35,0.0,392,17.0,12.0,65,50,70,95,80,65,0.0
70,5.0,12.0,40,35,30,120,70,105,0.0,386,11.0,12.0,44,75,35,63,33,45,0.0
656,8.0,6.0,165,75,80,40,45,65,0.0,411,17.0,12.0,40,55,80,35,60,30,1.0
583,17.0,12.0,75,100,63,80,63,116,0.0,749,17.0,12.0,45,80,100,35,37,28,0.0
423,9.0,12.0,100,150,90,180,160,90,0.0,516,14.0,5.0,115,140,130,55,55,40,0.0
668,2.0,12.0,75,75,75,125,95,40,0.0,406,11.0,12.0,43,30,55,40,65,97,1.0
305,12.0,12.0,38,35,35,65,55,50,0.0,373,17.0,12.0,110,78,73,76,71,60,0.0
757,5.0,7.0,53,54,53,37,46,45,0.0,760,2.0,12.0,72,105,115,54,86,68,0.0
59,5.0,12.0,65,70,60,65,65,115,0.0,107,10.0,12.0,30,105,90,25,25,50,0.0
434,12.0,12.0,75,89,85,55,65,36,0.0,218,4.0,12.0,190,33,58,33,58,33,0.0
768,8.0,9.0,82,121,119,69,59,71,0.0,190,9.0,12.0,35,20,65,40,65,20,0.0
387,11.0,12.0,64,115,65,83,63,65,0.0,797,,,50,160,110,160,110,110,
267,9.0,2.0,70,84,70,65,70,51,0.0,106,9.0,15.0,85,73,70,73,115,67,0.0
604,6.0,15.0,30,45,59,30,39,57,0.0,661,11.0,12.0,40,55,70,45,60,30,0.0
509,0.0,7.0,45,20,50,60,120,50,0.0,282,0.0,7.0,70,85,70,60,70,50,0.0
441,9.0,14.0,84,86,88,111,101,60,0.0,254,3.0,12.0,73,95,62,85,65,85,1.0
32,10.0,12.0,60,90,55,90,80,110,0.0,77,15.0,10.0,65,90,50,85,45,55,0.0
109,5.0,12.0,40,30,50,55,55,100,0.0,247,5.0,12.0,45,60,30,80,50,65,0.0
513,11.0,10.0,70,120,65,45,85,125,0.0,489,10.0,12.0,100,5,5,15,65,30,0.0
248,5.0,12.0,75,90,50,110,80,95,0.0,354,9.0,1.0,70,100,70,105,75,40,0.0
361,15.0,15.0,50,70,50,50,50,70,0.0,348,14.0,12.0,45,90,20,65,20,65,0.0
124,17.0,12.0,105,95,80,40,80,90,0.0,705,9.0,12.0,79,115,70,125,80,111,0.0
84,3.0,17.0,50,85,55,65,65,90,0.0,277,1.0,12.0,45,60,40,70,50,45,0.0
706,9.0,5.0,79,105,70,145,80,101,0.0,256,17.0,12.0,35,35,35,35,35,35,1.0
200,9.0,12.0,100,50,80,60,80,50,0.0,477,12.0,12.0,65,136,94,54,96,135,0.0
259,15.0,1.0,45,63,37,65,55,95,0.0,21,12.0,7.0,40,45,40,35,35,56,0.0
336,13.0,12.0,60,60,75,60,75,80,0.0,482,2.0,10.0,45,30,50,65,50,45,0.0
8,6.0,2.0,78,130,111,130,85,100,0.0,448,0.0,9.0,77,85,51,55,51,65,0.0
456,17.0,12.0,30,42,118,42,88,30,0.0,719,0.0,12.0,56,61,65,48,45,38,0.0
455,17.0,12.0,97,165,60,65,50,58,0.0,591,0.0,14.0,103,60,86,60,86,50,0.0
92,17.0,12.0,35,85,45,35,35,75,0.0,612,17.0,16.0,50,72,35,35,35,65,0.0
482,2.0,10.0,45,30,50,65,50,45,0.0,657,2.0,12.0,50,47,50,57,50,65,0.0
302,9.0,5.0,40,30,30,55,30,85,0.0,777,4.0,12.0,90,100,70,110,150,80,1.0
477,12.0,12.0,65,136,94,54,96,135,0.0,382,14.0,12.0,20,15,20,10,55,80,0.0
626,14.0,12.0,54,78,103,53,45,22,0.0,177,17.0,3.0,85,76,64,45,55,90,0.0
200,9.0,12.0,100,50,80,60,80,50,0.0,203,17.0,10.0,35,35,40,35,55,50,0.0
495,17.0,12.0,108,170,115,120,95,92,0.0,553,12.0,12.0,120,120,120,120,120,120,0.0
712,17.0,1.0,125,170,100,120,90,95,0.0,309,12.0,12.0,70,60,62,80,82,60,0.0
717,6.0,7.0,100,128,90,77,77,128,0.0,36,13.0,12.0,70,62,67,55,55,56,0.0
447,0.0,12.0,37,25,41,25,41,25,0.0,14,0.0,12.0,45,30,35,20,20,45,0.0
262,6.0,7.0,255,10,10,75,135,55,1.0,44,13.0,7.0,73,76,75,81,100,100,0.0
724,4.0,12.0,75,69,72,114,100,104,0.0,108,10.0,12.0,55,130,115,50,50,75,0.0
199,9.0,12.0,70,20,50,20,50,40,0.0,718,0.0,12.0,71,120,95,120,95,99,0.0
577,10.0,17.0,76,25,45,67,55,24,0.0,58,17.0,12.0,40,45,35,40,40,90,0.0
190,9.0,12.0,35,20,65,40,65,20,0.0,278,12.0,12.0,60,85,60,85,60,55,0.0
102,17.0,12.0,60,65,60,130,75,110,0.0,300,0.0,7.0,40,55,30,30,30,85,0.0
757,5.0,7.0,53,54,53,37,46,45,0.0,284,0.0,14.0,100,150,110,95,110,70,0.0
420,14.0,12.0,80,90,80,130,110,110,1.0,508,4.0,7.0,69,69,76,69,86,91,0.0
374,12.0,12.0,43,80,65,50,35,35,0.0,565,14.0,12.0,60,85,69,60,69,77,0.0
43,12.0,4.0,38,41,40,50,65,65,0.0,551,12.0,12.0,100,100,100,100,100,100,0.0
761,2.0,12.0,50,60,60,60,60,30,0.0,711,17.0,12.0,125,130,90,130,90,95,0.0
444,15.0,12.0,85,120,70,50,60,100,0.0,41,6.0,12.0,70,45,48,60,65,35,0.0
604,6.0,15.0,30,45,59,30,39,57,0.0,368,15.0,9.0,73,115,60,60,60,90,0.0
459,17.0,12.0,60,59,85,79,105,36,0.0,343,6.0,10.0,65,73,55,47,75,85,0.0
609,14.0,7.0,45,35,50,70,50,30,0.0,176,13.0,7.0,35,46,34,35,45,20,0.0
642,0.0,3.0,62,44,50,44,50,55,0.0,747,13.0,2.0,74,48,76,83,81,104,0.0
68,14.0,12.0,90,95,95,70,90,70,0.0,272,17.0,12.0,100,100,100,100,100,100,0.0
358,12.0,12.0,80,45,65,90,110,80,0.0,151,3.0,7.0,70,60,125,115,70,55,1.0
475,15.0,12.0,55,66,44,44,56,85,0.0,342,17.0,12.0,60,40,50,75,85,95,0.0
397,2.0,12.0,80,80,80,80,80,80,0.0,49,0.0,9.0,45,50,55,75,65,30,0.0
398,2.0,12.0,80,120,80,120,80,100,0.0,283,0.0,12.0,100,110,90,85,90,60,0.0
562,17.0,12.0,75,75,60,83,60,60,0.0,787,,,75,95,122,58,75,69,
761,2.0,12.0,50,60,60,60,60,30,0.0,748,17.0,12.0,74,48,76,83,81,104,0.0
132,0.0,7.0,40,45,65,100,120,90,0.0,653,14.0,12.0,114,85,70,85,80,30,0.0
129,3.0,12.0,80,92,65,65,80,68,0.0,373,17.0,12.0,110,78,73,76,71,60,0.0
769,8.0,9.0,77,59,50,67,63,46,0.0,682,1.0,2.0,65,125,60,95,60,105,0.0
450,0.0,17.0,60,85,49,60,49,60,0.0,799,,,80,160,60,170,130,80,
284,0.0,14.0,100,150,110,95,110,70,0.0,597,9.0,12.0,75,65,55,65,55,69,0.0
5,6.0,12.0,39,52,43,60,50,65,0.0,733,14.0,12.0,38,35,40,27,25,35,0.0
660,11.0,12.0,74,94,131,54,116,20,0.0,34,13.0,12.0,75,100,110,45,55,65,0.0
759,15.0,4.0,42,52,67,39,56,50,0.0,292,12.0,7.0,50,35,55,25,25,15,0.0
506,3.0,12.0,74,100,72,90,72,46,0.0,553,12.0,12.0,120,120,120,120,120,120,0.0
541,12.0,12.0,100,120,120,150,100,90,1.0,560,6.0,12.0,110,123,65,100,65,65,0.0
514,12.0,12.0,70,70,115,130,90,60,0.0,638,9.0,14.0,70,55,95,95,110,65,0.0
115,10.0,16.0,50,120,53,35,110,87,0.0,582,5.0,12.0,45,60,32,50,32,76,0.0
314,15.0,12.0,150,160,100,95,65,100,0.0,717,6.0,7.0,100,128,90,77,77,128,0.0
379,8.0,12.0,86,81,97,81,107,43,0.0,765,8.0,9.0,44,38,33,61,43,70,0.0
681,1.0,2.0,45,85,50,55,50,65,0.0,787,,,75,95,122,58,75,69,
654,8.0,6.0,55,40,50,65,85,40,0.0,774,11.0,12.0,50,50,150,50,150,50,0.0
394,17.0,12.0,65,150,60,115,60,115,0.0,689,7.0,12.0,70,83,50,37,50,60,1.0
143,15.0,18.0,130,85,80,85,95,60,0.0,731,14.0,12.0,62,73,55,56,52,84,0.0
711,17.0,12.0,125,130,90,130,90,95,0.0,746,13.0,18.0,62,48,54,63,60,68,0.0
592,0.0,14.0,103,60,126,80,126,50,0.0,216,16.0,10.0,60,60,60,85,85,85,0.0
666,5.0,12.0,85,115,80,105,80,50,0.0,552,12.0,12.0,100,103,75,120,75,127,0.0
177,17.0,3.0,85,76,64,45,55,90,0.0,749,17.0,12.0,45,80,100,35,37,28,0.0
669,10.0,8.0,50,30,55,65,55,20,0.0,628,17.0,7.0,55,112,45,74,45,70,0.0
432,12.0,7.0,50,95,90,95,90,180,0.0,321,16.0,16.0,72,60,30,20,30,25,0.0
222,0.0,17.0,100,70,70,65,65,45,0.0,646,16.0,12.0,71,95,85,110,95,79,0.0
268,6.0,12.0,100,134,110,95,100,61,0.0,278,12.0,12.0,60,85,60,85,60,55,0.0
247,5.0,12.0,45,60,30,80,50,65,0.0,188,3.0,12.0,50,25,28,45,55,15,0.0
725,4.0,12.0,41,56,40,62,44,71,0.0,246,12.0,12.0,65,80,140,40,70,70,0.0
195,9.0,7.0,70,55,55,80,60,45,0.0,475,15.0,12.0,55,66,44,44,56,85,0.0
554,12.0,12.0,100,100,100,100,100,100,0.0,108,10.0,12.0,55,130,115,50,50,75,0.0
2,9.0,14.0,60,62,63,80,80,60,0.0,43,12.0,4.0,38,41,40,50,65,65,0.0
176,13.0,7.0,35,46,34,35,45,20,0.0,446,15.0,17.0,79,85,60,55,60,71,0.0
